bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
8290,The Deer in the Wood,Laura Ingalls Wilder/RenÃ©e Graef,4.17,64434982,9780064434980,eng,32,324,23,1999-01-16T00:00:00Z,HarperCollins
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,64460908,9780064460903,eng,256,3375,91,1989-09-07T00:00:00Z,HarperCollins
8322,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,60885394,9780060885397,eng,309,635,30,2007-01-01T00:00:00Z,HarperTrophy
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,60885378,9780060885373,eng,198,201840,3463,2007-01-01T00:00:00Z,HarperTrophy
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,756616344,9780756616342,eng,624,570,17,2005-09-19T00:00:00Z,DK
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,786864028,9780786864027,eng,192,34,2,1998-05-01T00:00:00Z,Disney Enterprises
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,789458209,9780789458209,eng,64,5,0,2000-06-14T00:00:00Z,DK Children
8428,Insects & Spiders,David Burnie,4.5,783548818,9780783548814,eng,64,4,0,1999-05-24T00:00:00Z,Time Life Medical
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,60598972,9780060598976,eng,256,1896,202,2006-10-17T00:00:00Z,Eminent Lives
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,922729360,9780922729364,en-GB,100,55,6,2017-09-21T00:00:00Z,Summit University Press
8495,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,385410786,9780385410786,en-US,64,125,22,1990-04-01T00:00:00Z,Doubleday Books for Young Readers
8499,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,4.12,1857151372,9781857151374,eng,848,47,6,1993-03-18T00:00:00Z,Everyman's Library
8500,The Second Sex,Simone de Beauvoir/H.M. Parshley,4.12,009974421X,9780099744214,eng,880,333,27,1997-08-07T00:00:00Z,Vintage Classics
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,195181301,9780195181302,eng,253,4245,133,2005-09-15T00:00:00Z,Oxford University Press  USA
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,448431459,9780448431451,eng,103,692,80,2003-07-28T00:00:00Z,Penguin Workshop
8515,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,4.12,034542705X,9780345427052,en-US,352,9963,206,1998-11-28T00:00:00Z,Ballantine Books
8522,For Kicks,Dick Francis,4,425194981,9780425194980,eng,292,3062,94,2004-02-03T00:00:00Z,G.P. Putnam's Sons
8529,Reflex,Dick Francis,4.07,425206955,9780425206959,eng,304,4675,129,2005-10-04T00:00:00Z,G.P. Putnam's Sons
8536,Bonecrack,Dick Francis,4,425208850,9780425208854,eng,304,2910,84,2006-06-06T00:00:00Z,G.P. Putnam's Sons
8537,Nerve,Dick Francis,4.04,515123463,9780515123463,eng,320,3581,113,1998-09-01T00:00:00Z,Jove
8538,Break In (Kit Fielding  #1),Dick Francis,4.05,425199932,9780425199930,eng,320,3758,128,2005-01-04T00:00:00Z,G.P. Putnam's Sons
8541,Straight,Dick Francis,4.05,042520846X,9780425208465,eng,320,3513,143,2006-02-07T00:00:00Z,G.P. Putnam's Sons
8552,Bolt (Kit Fielding  #2),Dick Francis,4.04,425202887,9780425202883,eng,288,5043,121,2005-05-03T00:00:00Z,G.P. Putnam's Sons
8557,Come to Grief (Sid Halley  #3),Dick Francis,4.01,425207188,9780425207185,eng,384,3786,134,2005-12-06T00:00:00Z,G.P. Putnam's Sons
8568,Odds Against (Sid Halley  #1),Dick Francis,4.06,425198006,9780425198001,eng,288,3749,130,2005-02-01T00:00:00Z,G.P. Putnam's Sons
8572,Banker,Dick Francis,4.06,718132386,9780718132385,eng,288,3092,132,2000-10-03T00:00:00Z,Michael Joseph
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.1,425203549,9780425203545,eng,304,5108,143,2005-06-07T00:00:00Z,G.P. Putnam's Sons
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,399143068,9780399143069,eng,707,32,0,1997-11-10T00:00:00Z,Putnam Adult
8586,Odds Against,Dick Francis,4.06,515125512,9780515125511,eng,277,56,4,2000-04-01T00:00:00Z,Jove
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,399244913,9780399244919,eng,32,1371,205,2006-07-25T00:00:00Z,G.P. Putnam's Sons Books for Young Readers
8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,778801462,9780778801467,eng,606,155,16,2006-09-14T00:00:00Z,Robert Rose
8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,393325172,9780393325171,en-US,459,541,95,2003-10-17T00:00:00Z,W. W. Norton  Company
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,786177837,9780786177837,eng,10,3659,80,2005-10-01T00:00:00Z,Blackstone Audiobooks
8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,786712341,9780786712342,eng,320,148,6,2003-11-11T00:00:00Z,Da Capo Press
8661,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,8497643658,9788497643658,eng,192,116,11,2005-04-01T00:00:00Z,Edimat Libros
8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,684845776,9780684845777,eng,448,25135,420,1997-12-22T00:00:00Z,Free Press
8677,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,721601944,9780721601946,en-US,432,55,6,2004-11-12T00:00:00Z,Saunders
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,9780553379334,en-US,445,24792,1139,2001-05-29T00:00:00Z,Bantam
8682,Jitterbug Perfume,Tom Robbins,4.25,1842430351,9781842430354,eng,342,54516,2721,2001-04-09T00:00:00Z,No Exit Press
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,345418905,9780345418906,eng,224,166574,2192,2005-04-26T00:00:00Z,Del Rey
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,330491237,9780330491235,eng,167,93997,1394,2002-03-08T00:00:00Z,Picador USA
8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,739332074,9780739332078,eng,6,493,95,2006-06-01T00:00:00Z,Random House Audio Publishing Group
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,330491199,9780330491198,eng,180,3115,306,2002-03-08T00:00:00Z,Picador USA
8710,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,517599244,9780517599242,eng,96,294,19,1994-10-11T00:00:00Z,Harmony
8716,Lincoln,Gore Vidal,4.21,375708766,9780375708763,eng,672,7326,430,2000-02-15T00:00:00Z,Vintage
8722,Burr,Gore Vidal,4.07,375708731,9780375708732,eng,430,7265,526,2000-02-15T00:00:00Z,Vintage
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,375758739,9780375758737,eng,302,17939,947,2002-04-09T00:00:00Z,Random House Trade
8726,Comfort Me With Apples,Ruth Reichl,4.04,965193772,9780965193771,eng,299,15,3,2001-01-01T00:00:00Z,Random house
8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,9780684852560,eng,506,8966,454,1998-03-01T00:00:00Z,Simon  Schuster
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,312936915,9780312936914,eng,496,4991,271,2005-03-01T00:00:00Z,St. Martin's Paperbacks
8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,571178561,9780571178568,eng,589,114,14,1995-11-10T00:00:00Z,Faber  Faber
8745,Desert Flower,Waris Dirie/Cathleen Miller,4.15,688172377,9780688172374,eng,240,11981,735,2011-03-15T00:00:00Z,William Morrow Paperbacks
8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,345487427,9780345487421,eng,217,506,53,2006-12-26T00:00:00Z,Ballantine Books
8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,789488779,9780789488770,eng,36,24,3,2003-02-15T00:00:00Z,DK Publishing
8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,60245603,9780060245603,en-US,40,4171,518,2007-07-31T00:00:00Z,HarperCollins
8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4,786818727,9780786818723,eng,10,39,7,2003-11-01T00:00:00Z,Disney Press
8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis SepÃºlveda/Chris Sheban/Margaret Sayers Peden,4.14,439401879,9780439401876,eng,128,5097,219,2006-08-01T00:00:00Z,Scholastic Paperbacks
8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,486428400,9780486428406,eng,260,1253,54,2003-04-23T00:00:00Z,Dover Publications
8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,486437450,9780486437453,eng,275,478,30,2004-09-10T00:00:00Z,Dover Publications
8808,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,486280233,9780486280233,eng,96,275,19,1994-05-20T00:00:00Z,Dover Publications
8822,Earthly Powers,Anthony Burgess,4.16,99468646,9780099468646,eng,649,2116,157,2004-05-06T00:00:00Z,Vintage Classics
8840,Saint-ExupÃ©ry,Stacy Schiff/Antoine de Saint-ExupÃ©ry,4.02,805079130,9780805079135,eng,560,208,27,2006-02-07T00:00:00Z,Holt Paperbacks
8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,9780060088743,eng,333,2330,252,2006-06-13T00:00:00Z,Harper Perennial
8865,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,448439042,9780448439044,eng,105,755,94,2006-12-28T00:00:00Z,Grosset & Dunlap
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,9780307346605,eng,342,370331,20582,2006-09-12T00:00:00Z,Crown
8910,The Second World War: A Complete History,Martin  Gilbert,4.2,805076239,9780805076233,eng,928,919,44,2004-06-01T00:00:00Z,Holt McDougal
8916,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.14,517052253,9780517052259,eng,0,45,1,1987-06-24T00:00:00Z,Random House Value Publishing
8921,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,451528018,9780451528018,eng,256,191128,4802,2001-07-01T00:00:00Z,Signet
8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,9626343346,9789626343340,eng,5,135,20,2005-03-30T00:00:00Z,Naxos Audiobooks
8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,763630640,9780763630645,eng,272,66,7,2006-08-22T00:00:00Z,Candlewick Press
8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,1596792507,9781596792500,en-US,237,33,1,2005-01-01T00:00:00Z,Abdo Publishing Company
8930,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,1401301959,9781401301958,eng,320,7653,90,2006-11-14T00:00:00Z,Hachette Books
8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,1401301940,9781401301941,eng,336,4296,51,2004-11-03T00:00:00Z,Hachette Books
8951,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,316016659,9780316016650,eng,272,18536,350,2006-09-06T00:00:00Z,Little  Brown Books for Young Readers
8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,439286069,9780439286060,eng,169,41589,4153,2001-06-01T00:00:00Z,Scholastic Paperbacks
8960,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,316905747,9780316905749,eng,208,26461,587,2003-09-01T00:00:00Z,Little  Brown Young Readers
8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,1577780728,9781577780724,eng,383,19217,271,1999-01-15T00:00:00Z,Albury Publishing
8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,9780316000956,eng,202,24590,525,2008-01-18T00:00:00Z,Little  Brown Books for Young Readers
8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,446695602,9780446695602,en-US,320,492,32,2005-10-05T00:00:00Z,FaithWords
8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,1577782089,9781577782087,eng,184,591,29,2001-11-01T00:00:00Z,Bethany House Publishers
8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,823016625,9780823016624,eng,144,31,1,2004-06-01T00:00:00Z,Watson-Guptill Publications
9005,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,1583227202,9781583227206,eng,234,1458,175,2006-05-02T00:00:00Z,Seven Stories Press
9013,The Long Walk: The True Story of a Trek to Freedom,SÅ‚awomir Rawicz,4.21,1592289444,9781592289448,eng,256,11841,1766,2006-04-01T00:00:00Z,Lyons Press
9014,The Long Walk,Richard Bachman/Stephen King,4.11,451196716,9780451196712,eng,370,94303,4453,1999-04-01T00:00:00Z,Signet
9018,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,4.33,1586216880,9781586216887,eng,6,79,16,2004-12-01T00:00:00Z,Little  Brown & Company
9051,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,394705122,9780394705125,eng,224,977,71,1964-03-12T00:00:00Z,Vintage
9058,Charles Dickens as a Legal Historian,William Holdsworth,4,1886363064,9781886363069,eng,166,4,2,2010-02-01T00:00:00Z,Lawbook Exchange  Ltd.
9082,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,380794772,9780380794775,eng,480,6193,355,2000-07-03T00:00:00Z,Avon
9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,4.3,975323113,9780975323113,en-US,336,47,8,2004-05-01T00:00:00Z,East Bay Municipal Utility District
9099,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,079227363X,9780792273639,eng,504,819,31,2004-10-01T00:00:00Z,National Geographic Society
9106,Portrait in Death (In Death  #16),J.D. Robb,4.39,749934425,9780749934422,en-US,354,142,9,2005-12-01T00:00:00Z,Piatkus Books
9121,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,1842161903,9781842161906,eng,51,85,2,1999-10-10T00:00:00Z,Express Publishing
9122,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,393955680,9780393955682,eng,462,171,13,1988-01-01T00:00:00Z,W. W. Norton & Company
9124,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,393927547,9780393927542,en-US,517,663,52,2006-08-01T00:00:00Z,W. W. Norton & Company
9125,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,4.08,192807293,9780192807298,eng,229,1089,78,2006-11-01T00:00:00Z,Oxford University Press  USA
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,486218430,9780486218434,eng,176,393,27,1982-06-01T00:00:00Z,Dover Publications
9141,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,074326407X,9780743264075,eng,333,524,40,2005-10-11T00:00:00Z,Touchstone
9144,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,688152023,9780688152024,eng,208,238,10,1997-01-13T00:00:00Z,William Morrow Paperbacks
9148,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,4.18,789460971,9780789460974,eng,64,64,5,2000-06-14T00:00:00Z,DK Children
9149,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,4.07,448435365,9780448435367,eng,144,155,14,2005-01-13T00:00:00Z,Grosset & Dunlap
9151,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.06,448437694,9780448437699,eng,144,130,4,2005-05-05T00:00:00Z,Grosset & Dunlap
9153,The Barefoot Book Of Ballet Stories,Jane Yolen,4.21,1841482641,9781841482644,eng,96,1,0,2004-09-01T00:00:00Z,Barefoot Books
9156,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4,385033982,9780385033985,en-US,560,203,12,1975-05-20T00:00:00Z,Anchor
9164,Ballet for Dummies,Scott Speck/Evelyn Cisneros,4.01,764525689,9780764525681,eng,348,78,6,2003-10-03T00:00:00Z,For Dummies
9203,San Francisco Ballet at Seventy-Five,Janice Ross/Allan Ulrich/Brigitte Lefevre,4.33,811856984,9780811856980,en-US,188,6,1,2007-11-12T00:00:00Z,Chronicle Books
9223,Teaching Classical Ballet,John               White,4.47,081301395X,9780813013954,eng,200,15,1,1996-04-20T00:00:00Z,University Press of Florida
9282,The Smoke Jumper,Nicholas Evans,4.06,440235162,9780440235163,eng,576,28769,694,2002-07-30T00:00:00Z,Dell
9325,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,4.6,1421504618,9781421504612,eng,200,8989,151,2006-11-21T00:00:00Z,VIZ Media LLC
9326,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,4.56,1421501759,9781421501758,eng,200,12885,208,2006-01-10T00:00:00Z,VIZ Media LLC
9327,The House of the Spirits,Isabel Allende/Magda Botin,4.23,552995886,9780552995887,eng,491,1021,112,1986-08-08T00:00:00Z,Black Swan
9330,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,4.23,1400043182,9781400043187,eng,488,270,49,2005-04-19T00:00:00Z,Everyman's Library
9370,Skinny Legs and All,Tom Robbins,4.04,1842430343,9781842430347,eng,422,35517,1014,2002-03-10T00:00:00Z,No Exit Press
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,449910288,9780449910283,eng,224,911,42,1995-09-11T00:00:00Z,Ballantine Books
9386,Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.14,874776317,9780874776317,eng,224,1675,124,1991-05-01T00:00:00Z,Tarcherperigee
9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,375757996,9780375757990,eng,1487,2174,51,2009-08-19T00:00:00Z,Modern Library/Random House (NY)
9439,Fear and Trembling and The Sickness Unto Death,SÃ¸ren Kierkegaard/Walter Lowrie,4.1,691019622,9780691019628,eng,420,519,36,1968-11-21T00:00:00Z,Princeton University Press
9444,The Complete Collected Poems,Maya Angelou,4.42,067942895X,9780679428954,eng,273,7983,245,1994-09-13T00:00:00Z,Random House
9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,691120528,9780691120522,eng,223,110,16,2005-01-17T00:00:00Z,Princeton University Press
9457,Hegel's Phenomenology of Spirit,Martin Heidegger/Kenneth Maly/Parvis Emad,4.18,253209102,9780253209108,eng,176,117,3,1988-08-01T00:00:00Z,Indiana University Press
9462,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. GonzÃ¡lez/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,872203492,9780872203495,eng,1838,9284,133,1997-05-01T00:00:00Z,Hackett Publishing Company  Inc.
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle/Plato,4.33,1559343567,9781559343565,eng,125,9,1,1995-12-28T00:00:00Z,Mayfield Publishing Company (NY)
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.4,375752196,9780375752193,eng,749,1032,162,1998-11-03T00:00:00Z,Modern Library
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,687002826,9780687002825,eng,306,1967,131,1996-12-01T00:00:00Z,Abingdon Press
9487,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,9781595542328,eng,400,3728,141,2006-10-29T00:00:00Z,Thomas Nelson
9490,The Book of Embraces,Eduardo Galeano/Cedric Belfrage/Mark Schafer,4.3,393308553,9780393308556,eng,288,2221,165,1992-04-17T00:00:00Z,W.W. Norton & Company
9491,Experiencing Father's Embrace,Jack Frost,4.33,768423481,9780768423488,eng,256,545,44,2006-04-01T00:00:00Z,Destiny Image Incorporated
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,080282966X,9780802829665,en-US,330,44,10,2006-11-01T00:00:00Z,William B. Eerdmans Publishing Company
9497,Memory's Embrace (Corbins  #3),Linda Lael Miller,4.19,671737694,9780671737696,eng,320,407,18,1991-06-01T00:00:00Z,Pocket Books
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,60957263,9780060957261,en-US,261,678,78,2005-03-01T00:00:00Z,Harper Perennial
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.15,156032295,9780156032292,eng,544,635,21,2006-11-06T00:00:00Z,Mariner Books
9516,Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi/Mattias Ripa,4.25,037571457X,9780375714573,eng,153,144121,8131,2004-06-01T00:00:00Z,Pantheon
9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,4.24,375714669,9780375714665,eng,187,57309,2308,2005-08-02T00:00:00Z,Pantheon Books
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz ZafÃ³n/Lucia Graves,4.26,753820250,9780753820254,eng,520,6726,1018,2005-10-05T00:00:00Z,Phoenix Press
9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry/Ridley Pearson/Greg Call,4.16,078683787X,9780786837878,eng,557,32307,1224,2006-07-15T00:00:00Z,Hyperion Books
9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,765342405,9780765342409,eng,469,133114,4243,2002-05-19T00:00:00Z,Starscape
9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,345453867,9780345453860,eng,336,11205,431,2006-12-26T00:00:00Z,Ballantine Books
9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,812513738,9780812513738,eng,1007,148074,2471,1993-10-15T00:00:00Z,Tom Doherty Tor Fantasy
9540,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz/Richard Poe,4.2,1595550445,9781595550446,en-US,304,227,32,2006-08-06T00:00:00Z,Thomas Nelson
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.04,62507540,9780062507549,eng,118,2685,182,2009-06-09T00:00:00Z,HarperOne
9550,In Praise of Shadows,Jun'ichirÅ Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,99283573,9780099283577,eng,73,467,32,2001-05-03T00:00:00Z,Vintage Classics
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.4,006062213X,9780060622138,eng,272,6946,182,2009-09-29T00:00:00Z,HarperOne
9553,Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,515135968,9780515135961,eng,323,15827,616,2003-08-26T00:00:00Z,Berkley Books
9566,Still Life with Woodpecker,Tom Robbins,4.05,184243022X,9781842430224,eng,288,63155,2286,2001-04-09T00:00:00Z,No Exit Press
9571,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,553107755,9780553107753,en-US,415,335,38,2000-05-02T00:00:00Z,Bantam Books
9592,Mother Night,Kurt Vonnegut Jr.,4.22,385334141,9780385334143,eng,282,64096,2316,1999-05-11T00:00:00Z,Dial Press
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9780517124369,eng,527,914,8,1995-05-28T00:00:00Z,Wings Books
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,4.41,60544880,9780060544881,eng,912,5161,184,2005-04-05T00:00:00Z,William Morrow Paperbacks
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,553286374,9780553286373,eng,348,847,60,1990-04-07T00:00:00Z,Bantam Books
9623,Dandelion Wine,Ray Bradbury,4.09,380977265,9780380977260,en-US,267,676,119,1999-02-01T00:00:00Z,William Morrow
9626,The Homecoming,Ray Bradbury/Dave McKean,4.08,60859628,9780060859626,en-US,56,806,98,2006-08-30T00:00:00Z,Collins Design
9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,9781877741098,en-US,176,909,135,1993-08-01T00:00:00Z,Joshua Odell Editions
9632,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,4.13,553112449,9780553112443,en-US,40,198,12,2004-09-14T00:00:00Z,Dragonfly Books
9633,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,743474767,9780743474764,eng,162,308,28,2012-06-21T00:00:00Z,iBooks
9635,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,60545844,9780060545840,en-US,384,372,45,2006-02-21T00:00:00Z,Harper Perennial
9639,Essays,George Orwell/John Carey,4.33,375415033,9780375415036,eng,1369,607,48,2002-10-15T00:00:00Z,Everyman's Library Classics
9644,Why I Write,George Orwell,4.03,143036351,9780143036357,eng,120,6389,541,2005-09-06T00:00:00Z,Penguin Books
9646,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,156421178,9780156421171,eng,232,30358,1629,1980-10-22T00:00:00Z,Harcourt  Inc.(Harvest Book)
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,4.38,156701766,9780156701761,eng,480,274,22,1961-03-08T00:00:00Z,Mariner Books
9653,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,4.05,679420258,9780679420255,eng,254,1444,180,1993-06-01T00:00:00Z,Everyman's Library
