bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
27456,Daniel Deronda,George Eliot/Earl L. Dachslager/George Stade,3.84,1593082908,9781593082901,eng,784,206,47,2005-01-30T00:00:00Z,Barnes  Noble Classics
27526,Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,842332294,9780842332293,eng,432,21603,261,2002-05-20T00:00:00Z,Tyndale House Publishers
27582,Dead Wrong (Joanna Brady  #12),J.A. Jance,4.04,60540907,9780060540906,eng,368,4163,220,2006-07-25T00:00:00Z,William Morrow
27747,Death of a Perfect Wife (Hamish Macbeth  #4),M.C. Beaton,3.81,446614734,9780446614733,eng,175,4958,285,2006-07-01T00:00:00Z,Grand Central Publishing
27842,Data Structures and Algorithms in Java,Michael T. Goodrich/Roberto Tamassia,3.83,471738840,9780471738848,en-US,720,151,8,2005-08-01T00:00:00Z,Wiley
27843,Data Structures and Algorithm Analysis in C++,Mark Allen Weiss,3.87,032144146X,9780321441461,eng,586,155,8,2006-02-01T00:00:00Z,Addison Wesley Publishing Company
27844,Data Structures and Algorithms in C++,Adam Drozdek,3.8,534491820,9780534491826,en-US,758,18,0,2004-09-24T00:00:00Z,Course Technology
27847,Data Structures and Abstractions with Java,Frank M. Carrano/Walter J. Savitch,3.47,013237045X,9780132370455,eng,998,34,3,2006-08-04T00:00:00Z,Prentice Hall
27861,Data Structures and Algorithms in C++,Adam Drozdek,3.8,534375979,9780534375973,en-US,528,35,5,2000-06-30T00:00:00Z,Course Technology
28211,Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,4.19,451411188,9780451411181,eng,483,1059,27,2003-12-02T00:00:00Z,Berkley Books
28228,Double Fold: Libraries and the Assault on Paper,Nicholson Baker,3.42,375726217,9780375726217,eng,370,846,91,2002-04-09T00:00:00Z,Vintage
28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618446877,9780618446872,eng,485,11216,724,2004-04-05T00:00:00Z,Mariner Books
28240,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618134247,9780618134243,en-US,472,121,20,2003-03-23T00:00:00Z,Houghton Mifflin
28381,Dead Souls,Nikolai Gogol/Robert A. Maguire/Zlatko CrnkoviÄ‡,3.99,140448071,9780140448078,eng,464,47626,1221,2004-07-29T00:00:00Z,Penguin Classics
28382,Diary of a Madman and Other Stories,Nikolai Gogol,4.12,486452352,9780486452357,eng,84,7266,210,2006-12-29T00:00:00Z,Dover Publications
28471,Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis/Tracy Hickman,4.05,786943335,9780786943333,eng,456,3523,99,2007-10-23T00:00:00Z,Wizards of the Coast
28514,Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),Margaret Weis/Tracy Hickman,3.91,786929502,9780786929504,eng,610,7506,82,2003-03-01T00:00:00Z,Wizards of the Coast
28541,Dragonsong (Harper Hall  #1),Anne McCaffrey,4.24,141692499X,9781416924999,eng,192,40324,1001,2006-06-01T00:00:00Z,Aladdin Paperbacks
28547,Dragonsinger (Harper Hall  #2),Anne McCaffrey,4.28,689860072,9780689860072,eng,288,34996,586,2003-04-01T00:00:00Z,Aladdin
28553,Dragondrums (Harper Hall  #3),Anne McCaffrey,4.07,689860064,9780689860065,eng,243,28120,411,2003-04-01T00:00:00Z,Simon & Schuster Aladddin Paperbacks
28563,Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53,055358295X,9780553582956,eng,336,1194,50,2000-10-31T00:00:00Z,Bantam
28866,Dark Prince (Dark  #1),Christine Feehan,4,843955287,9780843955286,eng,447,44210,1942,2005-04-05T00:00:00Z,Leisure Books
28873,Dragonology (Ologies  #1),Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,4.11,763623296,9780763623296,eng,32,7726,221,2003-10-13T00:00:00Z,Candlewick Press
29069,Deluxe Encyclopedia of Mandolin Chords,John  Baxter/Mel Bay,3.83,786647973,9780786647972,eng,72,6,0,2000-03-01T00:00:00Z,Mel Bay Publications  Inc.
29122,Diary of a Mistress,Miasha,4.34,743281594,9780743281591,en-US,182,2484,88,2006-08-01T00:00:00Z,Touchstone
29163,Dragons in the Archives: The Best of Weis & Hickman (Dragonlance Anthology),Margaret Weis/Tracy Hickman/Aron Eisenberg,3.89,078693669X,9780786936694,eng,374,74,4,2004-11-01T00:00:00Z,Wizards of the Coast
29497,Demon Diary  Volume 01,Kara/Lee Chi-Hyong,3.95,1591821541,9781591821540,eng,192,4685,78,2003-05-06T00:00:00Z,TokyoPop
29498,Demon Diary  Volume 03,Kara/Lee Yun-Hee,4.07,1591821568,9781591821564,eng,187,1296,20,2003-09-09T00:00:00Z,TokyoPop
29499,Demon Diary  Volume 02,Kara/Jee-Hyung Lee,4.14,159182155X,9781591821557,eng,199,1672,26,2003-07-08T00:00:00Z,TokyoPop
29500,Demon Diary  Volume 04,Kara/Lee Yun-Hee,4.1,1591821576,9781591821571,eng,192,1182,15,2003-11-04T00:00:00Z,TokyoPop
29587,Down and Out in the Magic Kingdom,Cory Doctorow,3.56,076530953X,9780765309532,eng,208,10810,1068,2003-12-05T00:00:00Z,Tor Books
29726,Don DeLillo's White Noise: A Reader's Guide,Leonard  Orr,3.92,826414745,9780826414748,eng,96,76,9,2003-04-10T00:00:00Z,Bloomsbury Academic
29745,Deception,Philip Roth,3.34,99801906,9780099801900,eng,208,1524,118,2006-01-17T00:00:00Z,Vintage
30067,Drop Dead Gorgeous (Blair Mallory  #2),Linda Howard,3.93,345486587,9780345486585,eng,347,7227,301,2006-11-28T00:00:00Z,Ballantine Books
30164,Double Take (FBI Thriller  #11),Catherine Coulter,4.05,399154248,9780399154249,eng,420,7456,376,2007-06-12T00:00:00Z,Putnam Adult
30186,Divine By Choice (Partholon  #2),P.C. Cast,4.1,037380251X,9780373802517,eng,377,6435,209,2006-11-21T00:00:00Z,Luna Books
30187,Divine By Mistake (Partholon  #1),P.C. Cast,4.09,373802471,9780373802470,eng,701,8633,452,2006-08-29T00:00:00Z,Luna Books
30227,Danse Macabre (Anita Blake  Vampire Hunter  #14),Laurell K. Hamilton,3.82,425207978,9780425207970,en-US,483,798,52,2006-06-27T00:00:00Z,Berkley
30229,Death of a Darklord (Ravenloft #13),Laurell K. Hamilton,3.43,786941227,9780786941223,eng,306,2679,113,2006-07-11T00:00:00Z,Wizards of the Coast
30264,Dead Witch Walking (The Hollows  #1),Kim Harrison,4.04,60572965,9780060572969,en-US,416,99076,4091,2004-07-01T00:00:00Z,HarperTorch
30268,Dates from Hell,Kim Harrison/Lynsay Sands/Kelley Armstrong/Lori Handeland,3.78,006085409X,9780060854096,eng,416,10630,309,2006-03-28T00:00:00Z,Avon
30335,Demon in My View,Amelia Atwater-Rhodes,4.04,440228840,9780440228844,eng,192,10944,390,2001-09-11T00:00:00Z,Laurel Leaf
30386,Demon Rumm,Sandra Brown,3.35,553576070,9780553576078,eng,230,3122,144,2005-11-29T00:00:00Z,Bantam
30585,Despair,Vladimir Nabokov,3.92,014118454X,9780141184548,eng,163,197,23,2000-11-30T00:00:00Z,Penguin Classics
30673,Darkness at Noon,Arthur Koestler/Daphne Hardy,4.04,1416540261,9781416540267,eng,273,1307,161,2006-10-17T00:00:00Z,Scribner
30992,Diablo II Ultimate Strategy Guide,Bart G. Farkas,3.81,744001056,9780744001051,en-GB,288,31,4,2001-10-31T00:00:00Z,Vivendi
31030,Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,3.46,1595322329,9781595322326,en-US,199,207,9,2004-11-01T00:00:00Z,TokyoPop
31313,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15,515141666,9780515141665,eng,321,25065,576,2006-10-03T00:00:00Z,Jove
31698,Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25,1590172191,9781590172193,eng,202,169,13,2007-01-16T00:00:00Z,NYRB Classics
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,747267197,9780747267195,eng,448,301,24,2002-07-01T00:00:00Z,Headline
32138,Devil May Care,Elizabeth Peters,3.87,380731150,9780380731152,eng,352,2233,109,2001-09-04T00:00:00Z,Avon
32370,Dry,Augusten Burroughs,4.03,312423799,9780312423797,eng,293,77100,3112,2004-04-01T00:00:00Z,Picador USA
32456,Darkfall,Dean Koontz,3.82,425214591,9780425214596,eng,371,17016,364,2007-02-06T00:00:00Z,Berkley
33554,Duel,Richard Matheson/Ray Bradbury,4.04,312878265,9780312878269,eng,400,1824,71,2003-01-04T00:00:00Z,Tor Books
34168,Dakota,Matt Braun,3.72,312997833,9780312997830,eng,306,33,5,2005-08-30T00:00:00Z,St. Martin's Paperbacks
34298,Dublin 4,Maeve Binchy,3.64,99498588,9780099498582,en-US,256,2155,59,2006-05-04T00:00:00Z,Arrow
34443,Doctor Faustus,Christopher Marlowe/David Wootton,3.8,872207293,9780872207295,eng,192,102,8,2005-03-15T00:00:00Z,Hackett Publishing Company  Inc.
34515,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,3.94,91898242,9780091898243,eng,344,3601,95,2006-08-03T00:00:00Z,Ebury Press
34895,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,4.14,744005833,9780744005837,eng,240,35,0,2005-11-08T00:00:00Z,BradyGames
35835,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,4.13,1416912339,9781416912330,en-US,32,7,0,2006-01-01T00:00:00Z,Aladdin Paperbacks
36334,Doomed Queen Anne (Young Royals  #3),Carolyn Meyer,3.87,152050868,9780152050863,eng,240,3547,195,2004-05-01T00:00:00Z,HMH Books for Young Readers
36681,Drop The Rock: Removing Character Defects - Steps Six and Seven,Bill Pittman/Todd W. Hall/Sara S./Todd W.,4.44,1592851614,9781592851614,en-US,132,955,41,2005-02-11T00:00:00Z,Hazelden Publishing
36822,Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy/RaÃ«l/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,4,1581126506,9781581126501,eng,292,3,0,2001-12-28T00:00:00Z,Universal Publishers
37064,Divine Filth: Lost Writings (Modern Classics),Georges Bataille,3.88,1840681128,9781840681123,eng,160,76,2,2004-09-15T00:00:00Z,Creation Books
37241,Dunk,David Lubar,3.8,618439099,9780618439096,eng,272,911,118,2004-06-07T00:00:00Z,HMH Books for Young Readers
37262,Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,Craig Thompson,3.52,1593070691,9781593070694,eng,128,46,1,2003-12-30T00:00:00Z,Dark Horse
37305,Destiny's Daughters,Gwynne Forster/Donna Hill/Parry A. Brown,4.2,758212380,9780758212382,eng,292,71,8,2006-01-31T00:00:00Z,Kensington
37434,Dale Loves Sophie to Death,Robb Forman Dew,3.23,316890669,9780316890663,en-US,256,244,23,2001-09-19T00:00:00Z,Back Bay Books
37646,Dancing On Air,Frances Oliver,4,1553100662,9781553100669,eng,157,10,1,2004-04-30T00:00:00Z,Ash-Tree Press
37848,Dissecting Marilyn Manson,Gavin Baddeley,3.86,859653722,9780859653725,eng,192,526,9,2007-10-01T00:00:00Z,Plexus Publishing
37905,Dr. Seuss (First Biographies),Cheryl Carlson,4.33,736850910,9780736850919,eng,24,14,1,2005-01-01T00:00:00Z,Capstone Press
38924,Dirty Little Secrets (Marisela Morales/Dirty #1),Julie Leto,3.58,1416501622,9781416501626,eng,352,444,51,2005-05-31T00:00:00Z,Gallery Books
38925,Dirty Little Secrets,Joy King,4.15,031235407X,9780312354077,eng,256,304,31,2006-05-30T00:00:00Z,St. Martin's Griffin
39026,Deep Storm (Jeremy Logan  #1),Lincoln Child,3.87,385515502,9780385515504,eng,370,21502,801,2007-03-15T00:00:00Z,Doubleday Books
39027,Death Match,Lincoln Child,3.79,307275566,9780307275561,eng,388,8699,410,2006-10-31T00:00:00Z,Anchor Books
39035,Dancing on His Grave: A True Story of Survival and Triumph,Barbara Richard,3.76,1412086531,9781412086530,eng,296,16,4,2006-06-05T00:00:00Z,Trafford Publishing
39819,Dogged Pursuit (Jack and Jamie #5),Lee Charles Kelley,3.86,60732296,9780060732295,eng,320,64,6,2006-06-27T00:00:00Z,Avon
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,4.4,64462358,9780064462358,eng,406,533,112,2000-03-31T00:00:00Z,HarperCollins
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,786885599,9780786885596,eng,256,1944,93,2000-03-15T00:00:00Z,Hachette Books
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,3.93,1563924692,9781563924699,eng,336,14,1,2002-12-02T00:00:00Z,Haynes Manuals N. America  Inc.
41416,Dark Water (Fog Point  #1),Linda Hall,3.66,1578569540,9781578569540,en-US,354,186,25,2006-04-18T00:00:00Z,Waterbrook Press
41468,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,RyÅkan/John   Stevens,4.58,1590301080,9781590301081,eng,120,183,19,2004-04-13T00:00:00Z,Shambhala
41489,Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,3.61,743418131,9780743418133,eng,292,7116,276,2001-10-01T00:00:00Z,Pocket Books
41694,Dragon (Dirk Pitt  #10),Clive Cussler,3.92,1416537805,9781416537809,en-US,602,11450,230,2006-10-31T00:00:00Z,Pocket Books
41695,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,425205592,9780425205594,eng,357,5956,185,2005-10-31T00:00:00Z,Berkley
41698,Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,1416516859,9781416516859,en-US,535,14501,241,2006-01-01T00:00:00Z,Pocket Books
42525,Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,3.84,805069070,9780805069075,en-US,176,248,30,2002-11-05T00:00:00Z,Times Books
42668,Demon Angel (The Guardians  #1),Meljean Brook,3.53,425213471,9780425213476,eng,432,2704,237,2008-01-02T00:00:00Z,Berkley Sensation
42876,Down Under,Bill Bryson,4.07,055299703X,9780552997034,eng,398,4510,392,2001-08-06T00:00:00Z,Black Swan
42899,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,451216954,9780451216953,eng,393,259511,10475,2005-09-06T00:00:00Z,Penguin Group (USA)
43171,Diana Vreeland,Eleanor Dwight,4.24,688167381,9780688167387,eng,320,150,17,2002-10-22T00:00:00Z,Harper Design
43656,Double-Cross (Athena Force #4),Meredith Fletcher,3.72,373513283,9780373513284,eng,304,38,3,2004-09-24T00:00:00Z,Silhouette Bombshell
43738,Desolation Jones: Made in England,Warren Ellis/J.H. Williams III,3.93,140121150X,9781401211509,eng,144,1767,76,2006-10-04T00:00:00Z,Wildstorm
43929,Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,752849190,9780752849195,eng,354,13462,583,2008-11-08T00:00:00Z,Dell
43996,Dead Sleep,Greg Iles,4.05,451206525,9780451206527,eng,452,8124,475,2002-07-02T00:00:00Z,Berkley Books
44131,Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,4.12,1933045256,9781933045252,eng,336,792,27,2006-01-15T00:00:00Z,US Green Building Council
44153,Dirty Snow,Georges Simenon/Marc Romano/William T. Vollmann,3.93,1590170431,9781590170434,eng,244,1780,220,2003-08-31T00:00:00Z,NYRB Classics
44217,D.B.,Elwood Reid,3.23,385497393,9780385497398,eng,356,53,8,2005-07-12T00:00:00Z,Anchor Books
44821,Deadly Love (Francesca Cahill Deadly  #1),Brenda Joyce,3.96,312977670,9780312977672,eng,338,755,52,2001-01-15T00:00:00Z,St. Martin's
45114,Disordered Minds,Minette Walters,3.78,425199355,9780425199350,eng,544,2968,123,2004-12-07T00:00:00Z,Berkley
45159,D is for Dahl: A gloriumptious A-Z guide to the world of Roald Dahl,Wendy Cooling/Quentin Blake/Roald Dahl,4.08,670060232,9780670060238,en-US,160,1246,54,2005-06-02T00:00:00Z,Viking Children's Books
45267,Doisneau,Peter Hamilton/Robert Doisneau/David    Elliott,4.36,1900826240,9781900826242,eng,128,4,0,2000-07-01T00:00:00Z,Cartago
45336,Dime-Store Alchemy: The Art of Joseph Cornell,Charles Simic,4.18,1590171705,9781590171707,eng,116,70,12,2006-09-12T00:00:00Z,NYRB Classics
45349,Desiring God: Meditations of a Christian Hedonist,John Piper,4.14,1844740447,9781844740444,en-US,391,65,9,2004-07-16T00:00:00Z,Inter-Varsity Press
