bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
9431,Chicago Stories,James T. Farrell/Charles Fanning,3.89,252019814,9780252019814,en-US,296,38,5,1998-06-01T00:00:00Z,University of Illinois Press
9435,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,811839745,9780811839747,eng,224,49,9,2003-02-01T00:00:00Z,Chronicle Books
9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,439474299,9780439474290,eng,401,36853,1725,2003-03-01T00:00:00Z,Orchard Books
9491,Experiencing Father's Embrace,Jack Frost,4.33,768423481,9780768423488,eng,256,545,44,2006-04-01T00:00:00Z,Destiny Image Incorporated
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,60957263,9780060957261,en-US,261,678,78,2005-03-01T00:00:00Z,Harper Perennial
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.15,156032295,9780156032292,eng,544,635,21,2006-11-06T00:00:00Z,Mariner Books
9538,Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,345453867,9780345453860,eng,336,11205,431,2006-12-26T00:00:00Z,Ballantine Books
9550,In Praise of Shadows,Jun'ichirÅ Tanizaki/Thomas J. Harper/Edward G. Seidensticker,4.09,99283573,9780099283577,eng,73,467,32,2001-05-03T00:00:00Z,Vintage Classics
9696,Dogeaters,Jessica Hagedorn,3.59,1559362154,9781559362153,eng,96,90,8,2002-12-01T00:00:00Z,Theatre Communications Group
9723,Obasan,Joy Kogawa,3.64,385468865,9780385468862,eng,320,5407,368,1993-12-27T00:00:00Z,Anchor Books
9746,Mao: The Unknown Story,Jung Chang/Jon Halliday,3.83,679746323,9780679746324,eng,801,8035,640,2006-11-14T00:00:00Z,Anchor Books
9763,Wild Swans: Three Daughters of China,Jung Chang,4.26,7176155,9780007176151,eng,666,1832,214,2004-04-05T00:00:00Z,Harper Perennial
9799,The Fortress of Solitude,Jonathan Lethem,3.88,571219357,9780571219353,eng,528,16714,1010,2005-01-06T00:00:00Z,Faber and Faber
9827,King Rat (Asian Saga  #4),James Clavell,4.14,385333765,9780385333764,eng,368,28103,643,2009-05-19T00:00:00Z,Delta
9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",3.51,60837160,9780060837167,eng,304,34,3,2006-03-14T00:00:00Z,William Morrow
9841,Making Globalization Work,Joseph E. Stiglitz,3.85,393061221,9780393061222,eng,384,1718,88,2006-09-17T00:00:00Z,W. W. Norton  Company
9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,9788426415165,eng,457,47,1,2005-09-30T00:00:00Z,Lumen
9921,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,1581821360,9781581821369,eng,135,29,3,2000-10-01T00:00:00Z,Cumberland House Publishing
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,1400076323,9781400076321,eng,512,190,8,2003-05-27T00:00:00Z,Vintage
10033,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,415278481,9780415278485,eng,688,23344,267,2003-08-28T00:00:00Z,Routledge
10034,The Age of Reason,Jean-Paul Sartre,3.98,679738959,9780679738954,eng,408,9477,313,1992-07-07T00:00:00Z,Vintage International
10058,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,553384155,9780553384154,eng,382,45954,1297,2006-08-29T00:00:00Z,Bantam
10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,946487502,9780946487509,eng,192,12,1,1999-06-01T00:00:00Z,Luath Press Ltd
10096,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,1860645887,9781860645884,eng,224,39,6,2001-05-04T00:00:00Z,Tauris Parke Paperbacks
10097,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,618254110,9780618254118,eng,581,1882,155,2004-04-07T00:00:00Z,Houghton Mifflin
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,312306180,9780312306182,en-US,272,1307,178,2002-09-14T00:00:00Z,St. Martin's Griffin
10269,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,520213688,9780520213685,eng,362,37,1,1998-03-10T00:00:00Z,University of California Press
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4,140005477X,9781400054770,eng,352,481,45,2004-09-28T00:00:00Z,Crown Forum
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,60885734,9780060885731,eng,24,22,4,2006-12-12T00:00:00Z,Julie Andrews Collection
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,61131628,9780061131622,eng,320,9944,846,2006-08-15T00:00:00Z,HarperCollins
10445,Too Far to Go: The Maples Stories,John Updike,4.02,449200167,9780449200162,eng,256,361,35,1982-06-12T00:00:00Z,Fawcett Books
10461,Desolation Angels,Jack Kerouac/Joyce Johnson,3.93,1573225053,9781573225052,eng,432,9646,273,1995-09-01T00:00:00Z,Riverhead Books
10474,The Discomfort Zone: A Personal Journey,Jonathan Franzen,3.4,1598870548,9781598870541,en-US,6,43,15,2006-08-28T00:00:00Z,HighBridge Company
10545,Ulysses,James Joyce/Declan Kiberd,3.73,141182806,9780141182803,en-US,933,1517,235,2000-03-30T00:00:00Z,Penguin Books Ltd
10711,God Knows,Joseph Heller,3.8,684841258,9780684841250,eng,368,2992,163,1997-11-12T00:00:00Z,Simon  Schuster
10712,Picture This,Joseph Heller,3.68,684868199,9780684868196,en-US,352,1219,67,2000-03-24T00:00:00Z,Simon  Schuster
10713,Closing Time,Joseph Heller,3.02,743239806,9780743239806,eng,464,106,9,2003-07-01T00:00:00Z,Simon & Schuster (Trade Division)
10714,Good as Gold,Joseph Heller,3.36,684839741,9780684839745,eng,445,2631,100,1997-11-12T00:00:00Z,Simon  Schuster
10718,Something Happened,Joseph Heller,3.52,684841215,9780684841212,eng,576,6166,399,1997-11-12T00:00:00Z,Simon  Schuster
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,752842692,9780752842691,eng,320,1680,117,2003-09-04T00:00:00Z,Orion
10760,Sword and Shield,John Terra,4,1560764988,9781560764984,eng,16,5,1,1992-09-01T00:00:00Z,TSR Inc.
10789,Hemingway: A Biography,Jeffrey Meyers,4,306808900,9780306808906,eng,644,197,15,1999-05-07T00:00:00Z,Da Capo Press
10808,Wallace Stegner: His Life and Work,Jackson J. Benson,4.19,140247963,9780140247961,eng,496,88,8,1997-11-01T00:00:00Z,Penguin Books
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson/JosÃ© HernÃ¡ndez/Leena Nivala,4.12,802135587,9780802135582,eng,814,15468,548,1998-03-09T00:00:00Z,Grove Press (NYC)
10906,Final Rain (The Survivalist  #19),Jerry Ahern,3.69,821726846,9780821726846,eng,220,95,4,1989-06-01T00:00:00Z,Zebra
10908,Harvesting the Heart,Jodi Picoult,3.6,140230270,9780140230277,eng,453,39611,2473,1995-04-01T00:00:00Z,Penguin Books
10909,The Tenth Circle,Jodi Picoult,3.5,074349671X,9780743496711,eng,416,108646,5039,2006-10-24T00:00:00Z,Allen & Ulwin
10910,Mercy,Jodi Picoult,3.58,743422449,9780743422444,eng,400,42046,2564,2001-04-01T00:00:00Z,Washington Square Press
10912,Picture Perfect,Jodi Picoult,3.54,425185508,9780425185506,eng,369,46383,2502,2002-07-02T00:00:00Z,Berkley
10914,Songs of the Humpback Whale,Jodi Picoult,3.2,743431014,9780743431019,eng,346,27590,1838,2001-10-01T00:00:00Z,Washington Square Press
10915,Salem Falls,Jodi Picoult,3.82,743418719,9780743418713,eng,434,67431,3066,2002-08-01T00:00:00Z,Washington Square Press
10916,The Pact,Jodi Picoult,4.01,61150142,9780061150142,eng,512,244774,8841,2006-08-29T00:00:00Z,Avon
10917,My Sister's Keeper,Jodi Picoult,4.07,743454537,9780743454537,eng,423,986711,29652,2005-02-01T00:00:00Z,Washington Square Press
10968,Refuge (Outlanders  #36),James Axler,3.93,373638493,9780373638499,eng,346,5,0,2006-02-14T00:00:00Z,Gold Eagle
10971,Hydra's Ring (Outlanders  #39),James Axler,3.88,373638523,9780373638529,eng,348,25,2,2006-11-01T00:00:00Z,Gold Eagle
10972,Omega Path (Outlanders  #4),James Axler,3.87,373638175,9780373638178,en-US,352,80,2,1998-01-23T00:00:00Z,Gold Eagle
10973,Savage Sun (Outlanders  #3),James Axler,3.84,373638167,9780373638161,en-US,352,95,3,1997-10-24T00:00:00Z,Gold Eagle
11003,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,4.16,312985347,9780312985349,eng,321,91695,1731,2006-06-20T00:00:00Z,St. Martin's Press
11006,The Portable James Joyce,James Joyce/Harry Levin,4.17,517618877,9780517618875,eng,762,20,3,1986-08-20T00:00:00Z,Random House Value Publishing/TheViking Press
11012,Dubliners,James Joyce/Jeri Johnson/ThiÃªn LÆ°Æ¡ng,3.85,192839993,9780192839992,eng,207,91755,3246,2001-03-15T00:00:00Z,Oxford University Press
11013,Finnegans Wake,James Joyce,3.67,571217354,9780571217359,eng,628,9780,591,2002-11-04T00:00:00Z,Faber & Faber
11021,Jane Eyre,Jane E. Gerver/Bill Dodge/Charlotte BrontÃ«,4.06,679886184,9780679886181,eng,112,140,8,1997-06-17T00:00:00Z,Random House Books for Young Readers
11062,Roald Dahl: The Storyteller (Famous Lives),Jason Hook,4.06,750244917,9780750244916,eng,48,0,0,2004-08-12T00:00:00Z,Hodder Wayland
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,767915305,9780767915304,eng,272,19422,2077,2004-06-08T00:00:00Z,Broadway Books
11089,The Read-Aloud Handbook,Jim Trelease,4.41,143037390,9780143037392,eng,432,4357,707,2006-07-25T00:00:00Z,Penguin Books
11119,The Annotated Gulliver's Travels,Jonathan Swift/Isaac Asimov,3.57,517539497,9780517539491,eng,298,57,9,1980-10-29T00:00:00Z,Random House Value Publishing
11121,Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,393099415,9780393099416,eng,432,174,9,1980-03-01T00:00:00Z,W. W. Norton & Company
11204,Something to Declare,Julia Alvarez,3.99,452280672,9780452280670,en-US,300,726,50,1999-09-01T00:00:00Z,Plume Books
11208,How the GarcÃ­a Girls Lost Their Accents,Julia Alvarez,3.63,452287073,9780452287075,eng,304,18032,1144,2005-10-04T00:00:00Z,Plume
11296,Haruki Murakami and the Music of Words,Jay Rubin,3.83,99455447,9780099455448,eng,462,1444,68,2005-01-06T00:00:00Z,Vintage
11406,A Door of Hope,Jan Frank,3.97,898401879,9780898401875,eng,197,28,3,1987-04-01T00:00:00Z,Here's Life Publishers
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91,785264698,9780785264699,en-US,243,42509,738,2005-04-05T00:00:00Z,Nelson Books
11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,3.84,067401829X,9780674018297,eng,350,54,13,2005-10-01T00:00:00Z,Harvard University Press
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599,9780679444596,eng,1520,1512,148,1995-10-17T00:00:00Z,Everyman's Library
11657,Terrorist,John Updike,3.17,307264653,9780307264657,eng,320,3490,410,2006-06-06T00:00:00Z,Knopf
11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,345464567,9780345464569,eng,640,811,55,2003-11-04T00:00:00Z,Ballantine Books
11664,Brazil,John Updike,3.45,449911632,9780449911631,eng,272,2001,150,1996-08-27T00:00:00Z,Random House Trade Paperbacks
11665,Conversations with John Updike,James Plath,3.57,878057005,9780878057009,eng,302,14,2,2011-10-21T00:00:00Z,University Press of Mississippi
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,9780449911945,eng,608,13361,395,1996-08-27T00:00:00Z,Random House Trade
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,30420563,9780030420566,eng,32,92,5,1978-03-01T00:00:00Z,Holt  Rinehart and Winston  Inc.
11686,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,375724427,9780375724428,eng,693,12270,529,2000-05-16T00:00:00Z,Vintage International
11768,The Hotel New Hampshire,John Irving,3.9,552992097,9780552992091,eng,520,51267,1195,1982-10-22T00:00:00Z,Black Swan
11769,The Hotel New Hampshire,John Irving,3.9,552120405,9780552120401,eng,428,217,26,1982-12-31T00:00:00Z,Corgi Books
11777,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644,9780061125645,eng,288,2662,290,2006-10-17T00:00:00Z,Ecco
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,3.71,345484401,9780345484406,eng,576,2686,230,2006-09-12T00:00:00Z,Modern Library
11780,You Must Remember This,Joyce Carol Oates,3.76,452280192,9780452280199,eng,436,2115,116,1998-11-01T00:00:00Z,Plume
11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9780812976557,eng,528,912,97,2006-09-12T00:00:00Z,Modern Library
11782,Missing Mom,Joyce Carol Oates,3.55,60816228,9780060816223,eng,464,3510,357,2006-08-22T00:00:00Z,Ecco
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,9780060735258,eng,292,1168,129,2006-09-01T00:00:00Z,HarperCollins Publishers
11785,Zombie,Joyce Carol Oates,3.34,452275008,9780452275003,eng,181,6028,821,1996-09-01T00:00:00Z,Plume
11886,Falconer,John Cheever,3.66,224014013,9780224014014,eng,224,7,0,1977-07-07T00:00:00Z,Random House UK Ltd (A Division of Random House Group)
11890,The Wapshot Chronicle,John Cheever/Rick Moody,3.76,60528877,9780060528874,eng,352,6152,257,2003-06-03T00:00:00Z,Harper Perennial Modern Classics
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533,9780312852535,eng,299,898,48,1996-01-15T00:00:00Z,Orb Books
11978,Terraforming Earth,Jack Williamson,3.46,765344971,9780765344977,eng,352,17,3,2003-02-17T00:00:00Z,Tor Science Fiction
11996,I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,4.09,380731819,9780380731817,eng,206,516,71,1998-07-01T00:00:00Z,Harper Voyager
12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,4.11,140237518,9780140237511,eng,134,251,19,1998-10-03T00:00:00Z,Hamish Hamilton
12091,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,4,1840025956,9781840025958,en-GB,128,3,0,2006-04-01T00:00:00Z,Oberon Books
12155,The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman,4.27,618445579,9780618445578,en-US,32,252,53,2005-07-25T00:00:00Z,HMH Books for Young Readers
12193,The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,4.28,140150331,9780140150339,eng,762,97,7,1976-12-09T00:00:00Z,Penguin Books
12194,Lord Jim,Joseph Conrad,3.62,1551111721,9781551111728,eng,455,21925,838,2000-11-07T00:00:00Z,Broadview Press Inc
12195,Typhoon and Other Tales,Joseph Conrad/Cedric Watts,3.9,192801732,9780192801739,eng,304,589,20,2003-01-16T00:00:00Z,Oxford University Press
12212,Robert Frost: A Life,Jay Parini,4.11,805063412,9780805063417,eng,514,259,31,2000-03-15T00:00:00Z,Owl Books (NY)
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,3.7,822005336,9780822005339,en-GB,88,10,0,1965-01-05T00:00:00Z,Cliffs Notes
12293,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,4.25,031229543X,9780312295431,eng,336,4,1,2005-10-14T00:00:00Z,Palgrave Macmillan
12381,Wilderness: The Lost Writings  Vol. 1,Jim Morrison,3.96,679726225,9780679726227,eng,214,2940,124,1989-12-17T00:00:00Z,Random House Vintage Books
12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.8,1933372192,9781933372198,eng,320,221,34,2006-11-01T00:00:00Z,Europa Editions
12522,Book of Dreams,Jack Kerouac/Robert Creeley,3.44,872863808,9780872863804,eng,250,924,25,2001-05-01T00:00:00Z,City Lights Publishers
12560,The Short History of a Prince,Jane Hamilton,3.65,055299801X,9780552998017,eng,432,1799,121,1999-04-01T00:00:00Z,Black Swan
12561,The Guardian,Jane Hamilton,3.72,785282092,9780785282099,eng,239,83,20,1994-12-31T00:00:00Z,Thomas Nelson Publishers
12649,Confessions,Jean-Jacques Rousseau/Patrick Coleman/Angela Scholar,3.62,192822756,9780192822758,eng,676,4919,160,2000-05-18T00:00:00Z,Oxford University Press
12651,The Social Contract,Jean-Jacques Rousseau/Maurice Cranston,3.77,143037498,9780143037491,eng,168,29090,451,2006-05-30T00:00:00Z,Penguin
12657,The Source,James A. Michener,4.3,375760385,9780375760389,eng,1080,34972,1149,2002-07-09T00:00:00Z,Random House Trade Paperbacks
12658,Hawaii,James A. Michener,4.2,375760377,9780375760372,eng,1136,66298,1383,2002-07-09T00:00:00Z,Dial Press Trade Paperback
12661,Chesapeake,James A. Michener,4.18,812970438,9780812970432,eng,1024,19174,664,2003-09-09T00:00:00Z,Dial Press
12662,Caravans,James A. Michener,4.05,812969820,9780812969825,eng,320,4753,400,2003-09-09T00:00:00Z,Dial Press Trade Paperback
12664,Iberia,James A. Michener/Robert Vavra,3.71,449207331,9780449207338,eng,960,2153,152,1984-10-12T00:00:00Z,Fawcett Crest Books
12665,Centennial,James A. Michener,4.24,449452697,9780449452691,eng,1086,95,13,1989-07-01T00:00:00Z,Fawcett Books
12686,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,4.13,61238228,9780061238222,en-US,306,697,158,2006-10-31T00:00:00Z,William Morrow
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,739461192,9780739461198,eng,291,414947,12116,2005-10-18T00:00:00Z,William Morrow; 1ST edition
12722,The Moon Is Down,John Steinbeck,3.9,141185538,9780141185538,eng,144,15806,996,2000-11-30T00:00:00Z,Penguin Classics
12786,The City of Falling Angels,John Berendt,3.54,143036939,9780143036937,eng,414,12741,1494,2006-09-26T00:00:00Z,Penguin Books
12803,Ulysses,James Joyce/Craig Raine,3.73,679455132,9780679455134,eng,1084,250,38,1997-10-28T00:00:00Z,Everyman's Library
12827,Strong Motion,Jonathan Franzen,3.52,184115749X,9781841157498,eng,528,3996,278,2007-06-01T00:00:00Z,Fourth Estate (GB)
12828,How to Be Alone,Jonathan Franzen,3.59,7153589,9780007153589,eng,306,336,33,2007-07-02T00:00:00Z,Harper Perennial
12829,The Twenty-Seventh City,Jonathan Franzen,3.12,312420145,9780312420147,eng,528,3621,330,2001-09-08T00:00:00Z,Picador USA
12885,Lost in the Funhouse,John Barth,3.7,385240872,9780385240871,eng,205,5052,305,1988-03-01T00:00:00Z,Anchor Books
12901,CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.73,822002108,9780822002109,eng,72,10,3,1964-03-13T00:00:00Z,Cliffs Notes
12906,CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts/CliffsNotes,3.12,822001101,9780822001102,eng,64,8,1,1964-02-28T00:00:00Z,Cliffs Notes
13018,Cliffsnotes on Shakespeare's Henry IV  Part 1,James K. Lowers/William Shakespeare/CliffsNotes,3.88,822000237,9780822000235,eng,80,17,0,1960-06-15T00:00:00Z,Cliffs Notes
13050,The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau/Susan Dunn/Gita May/Robert N. Bellah/David Bromwich/Conor           Cruise O'Brien,3.83,300091419,9780300091410,eng,328,63,2,2002-02-08T00:00:00Z,Yale University Press
13104,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.87,446912069,9780446912068,eng,68,1256,100,2005-12-02T00:00:00Z,Warner Books (NY)
13105,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.64,446674575,9780446674577,eng,256,9889,337,1998-12-01T00:00:00Z,Grand Central Publishing
13106,The Celestine Prophecy,James Redfield/Lou Diamond Phillips,3.64,1594831955,9781594831959,en-US,0,64,10,2006-02-16T00:00:00Z,Grand Central Publishing
13107,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,553503707,9780553503708,eng,304,120,11,1995-07-06T00:00:00Z,Bantam
13128,Cross (Alex Cross  #12),James Patterson,4,316159794,9780316159791,eng,393,48095,1633,2006-11-13T00:00:00Z,Little Brown and Company
13130,Judge & Jury,James Patterson/Andrew Gross,4,316013935,9780316013932,eng,419,41805,831,2006-07-31T00:00:00Z,Little  Brown and Company
13131,The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,4.04,316014796,9780316014793,eng,390,47196,1464,2007-05-08T00:00:00Z,Little Brown and Company
13133,The Quickie,James Patterson/Michael Ledwidge,3.83,316117366,9780316117364,eng,357,32963,2132,2007-07-02T00:00:00Z,Little  Brown and Company
13134,You've Been Warned,James Patterson/Howard Roughan,3.53,316014508,9780316014502,eng,374,18058,1519,2007-09-10T00:00:00Z,Little Brown and Company
13136,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,4.04,446696633,9780446696630,eng,400,78780,2118,2005-05-20T00:00:00Z,Grand Central Publishing
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.08,446696617,9780446696616,eng,424,269826,5220,2005-05-20T00:00:00Z,Grand Central Publishing
13138,Season of the Machete,James Patterson,3.25,446600474,9780446600477,eng,341,5512,227,1995-04-01T00:00:00Z,Vision
13139,School's Outâ€”Forever (Maximum Ride  #2),James Patterson,4.15,316155594,9780316155595,eng,409,103221,2689,2006-05-23T00:00:00Z,Little  Brown and Company
13140,Jack & Jill (Alex Cross  #3),James Patterson,3.96,446692654,9780446692656,eng,466,58414,1191,2003-08-01T00:00:00Z,Grand Central Publishing
13141,The Midnight Club,James Patterson,3.82,446606383,9780446606387,eng,368,10970,322,1999-06-01T00:00:00Z,Vision
13142,Cat & Mouse (Alex Cross #4),James Patterson,3.98,446692646,9780446692649,eng,432,242,15,2003-08-01T00:00:00Z,Grand Central Publishing
13143,Pop Goes the Weasel (Alex Cross  #5),James Patterson,4,446608815,9780446608817,eng,461,52093,985,2000-10-01T00:00:00Z,TIme Warner Books
13144,Roses Are Red (Alex Cross  #6),James Patterson,4.04,747266999,9780747266990,eng,421,220,19,2001-06-25T00:00:00Z,Headline
13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,446692638,9780446692632,eng,449,369267,4011,2003-08-01T00:00:00Z,Grand Central Publishing
13146,Black Friday,James Patterson,3.68,446609323,9780446609326,eng,480,9714,220,2000-04-01T00:00:00Z,Vision
13147,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,3.83,446613371,9780446613378,eng,406,34087,1809,2007-01-01T00:00:00Z,Grand Central Publishing
13148,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,446677388,9780446677387,eng,481,297211,2943,2000-07-01T00:00:00Z,Grand Central Publishing
13149,The Thomas Berryman Number,James Patterson,2.86,446600458,9780446600453,eng,272,4320,307,1996-04-01T00:00:00Z,Grand Central Publishing
13151,London Bridges (Alex Cross  #10),James Patterson,3.94,446613355,9780446613354,eng,403,36334,905,2005-10-01T00:00:00Z,Vision
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,446617792,9780446617796,eng,445,187892,7624,2006-05-05T00:00:00Z,Grand Central Publishing
13155,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,4.02,446696641,9780446696647,eng,352,268,13,2005-05-20T00:00:00Z,Grand Central Publishing
13157,The Jester,James Patterson/Andrew Gross,3.8,755300203,9780755300204,eng,548,16563,849,2004-03-01T00:00:00Z,Headline
13158,See How They Run,James Patterson,3.84,1568654235,9781568654232,eng,320,48,1,1997-07-08T00:00:00Z,Doubleday Books
13161,Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,3.68,316693359,9780316693356,eng,160,3733,320,1999-05-05T00:00:00Z,Little Brown and Company
13162,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,446676438,9780446676434,eng,416,42701,1337,2000-04-01T00:00:00Z,Grand Central Publishing
13164,SantaKid,James Patterson/Michael Garland,3.88,316000612,9780316000611,eng,48,862,53,2004-11-01T00:00:00Z,Jimmy Patterson
13199,A Quiver Full of Arrows,Jeffrey Archer,3.78,312937695,9780312937690,eng,288,9214,179,2005-08-30T00:00:00Z,St. Martin's Paperbacks
13254,Name Dropping,Jane Heller,3.52,312978332,9780312978334,eng,323,701,53,2001-03-15T00:00:00Z,St. Martin's Press
13285,Mondrian,John Milner/Piet Mondrian,3.73,714831670,9780714831671,eng,235,26,1,1995-04-01T00:00:00Z,Phaidon Press
13360,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,446691097,9780446691093,en-US,288,27204,698,2002-10-01T00:00:00Z,FaithWords
13424,The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,4.14,415050790,9780415050791,eng,728,68,3,1982-09-16T00:00:00Z,Routledge
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,142001341,9780142001349,eng,160,269,40,2003-02-25T00:00:00Z,Penguin Books
13470,Think on These Things,Jiddu Krishnamurti/D. Rajagopal,4.36,60916095,9780060916091,eng,258,2509,137,1989-10-11T00:00:00Z,HarperOne
13508,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,156584100X,9781565841000,eng,384,402,55,1995-08-04T00:00:00Z,The New Press
13509,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,James W. Loewen,4,1565840089,9781565840089,eng,48,227,15,2006-10-01T00:00:00Z,New Press
13630,Museum of Terror  Vol. 1: Tomie 1,Junji Ito/ä¼Šè—¤æ½¤äºŒ/Naomi Kokubo,4.09,1593075421,9781593075422,eng,375,1444,83,2006-08-08T00:00:00Z,Dark Horse Comics
13631,Museum of Terror  Vol. 2: Tomie 2,Junji Ito/ä¼Šè—¤æ½¤äºŒ/Naomi Kokubo,4.11,1593076126,9781593076122,eng,376,911,33,2006-09-19T00:00:00Z,Dark Horse Manga
13632,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/ä¼Šè—¤æ½¤äºŒ,4.12,1593076398,9781593076399,eng,392,628,26,2006-11-21T00:00:00Z,Dark Horse Manga
13633,Tomie 1  å¯Œæ±Ÿ,Junji Ito/ä¼Šè—¤æ½¤äºŒ,3.94,1588990842,9781588990846,eng,248,900,38,2005-04-04T00:00:00Z,ComicsOne Corporation
13634,Tomie 2  å¯Œæ±Ÿ Part 2,Junji Ito/ä¼Šè—¤æ½¤äºŒ,3.86,1588990850,9781588990853,eng,247,521,32,2005-04-04T00:00:00Z,ComicsOne Corporation
13746,Julie and Julia: My Year of Cooking Dangerously,Julie Powell,3.7,316013269,9780316013260,en-US,307,2261,537,2006-09-07T00:00:00Z,Back Bay Books
13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.7,031610969X,9780316109697,eng,310,136123,5852,2005-09-01T00:00:00Z,Little Brown and Company
13823,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt/Roger Zelazny,3.77,1596871326,9781596871328,eng,310,753,13,2005-10-01T00:00:00Z,iBooks
13845,More Milly Molly Mandy,Joyce Lankester Brisley,4.12,753453347,9780753453346,eng,224,846,17,1999-09-01T00:00:00Z,Kingfisher
